,expr,index,best_mse_loss,best_scaled_mse_loss
116,((exp((-abs(i1) + 3.5711)) * 0.0578) / (-abs(i0) + -0.4975)),116,0.0002224258932983,0.0009104225900955498
117,(2.0788 * i0),117,4.624645043804776e-06,1.1733006033409765e-07
118,log(abs((((-0.9138 - i0) / (square(sqrt((square(i2) + 0.5645))) + 0.6662)) * i1)) + 0.5657),118,0.0016082191141322,0.002512727864086628
119,abs(cos(-0.6738) / (abs(i2) + 2.0068)),119,1.0891848205574206e-06,0.00016417911683674902
120,log(abs((abs(0.4758 + (i2 / (square(abs(i2)) + 0.2348))) - i0)) + 0.5051),120,0.00229153316468,0.004426557570695877
121,(log(square((i0 - -0.0936)) + 1.8272) + (log((square(i1) + 1.3245)) + sin(i2))),121,0.0127876382321119,0.00425159465521574
122,((cos(i0) - sin(2.5066)) + i2),122,0.0035720707383006,0.00041770495590753853
123,sqrt(abs((i2 * log((abs(i0) + 0.6924)))) + 0.2702),123,0.0057619344443082,0.012243811041116714
124,(i0 / (-abs(i1) + -0.4092)),124,0.0045042587444186,0.0007219189428724349
125,(sqrt((abs(i2) + 1.3749)) / (abs(i0) + 0.464)),125,0.0002676931326277,0.0003723265544977039
126,(i2 - square(cos((i2 * sqrt((abs(i0) + 1.8042))) + sqrt((square(i0) + 0.6518))) - square(i1))),126,2034.92626953125,0.007975080981850624
127,sqrt(abs((i1 + exp((-square(i2) + 3.8834)))) + 0.3116),127,0.0020609972998499,0.0005182471941225231
128,(i1 + -0.4022),128,2.7616199531621533e-06,3.5636870165944856e-07
129,exp(-square((i0 - square(i2 / (square(abs(i1)) + 0.0945)))) + 2.5588),129,0.2337182760238647,0.014256911352276802
130,((abs(i2) * i1) - i2),130,0.0239954870194196,0.00030468139448203146
131,(i2 - log(square((i1 * 0.8857)) + 1.9232)),131,0.0007142499671317,7.584767445223406e-05
132,(cos(i1) / (square(square(log(abs((log((abs(i2) + 0.8706)) / (abs(i0) + 2.1657))) + 0.7717) * i1)) + 0.1873)),132,0.1290793716907501,0.012045037001371384
133,abs(abs(sin(i1) + square(i2)) - i0),133,0.465983897447586,0.0025931382551789284
134,abs(sqrt(abs(((i2 - square(i1)) * i0)) + 1.2934) - i0),134,0.0761571824550628,0.004970381502062082
135,(i1 * sin(-0.592 / -0.4671)),135,2.665793999767629e-06,3.269669832661748e-07
136,exp(-abs(((i0 / 0.1692) * ((-1.9114 / (-square(i2) + -0.5007)) * i1))) + 3.6388),136,1.6689927577972412,0.017872029915452003
137,(i2 + ((abs(i2) + square(abs(i0) / (abs(i0) + 1.595))) - square(i1))),137,0.0202982313930988,0.00010707738692872226
138,(3.4903 * (exp((-abs(i1) + 3.8731)) / (square(i2) + 2.6859))),138,0.0239725075662136,0.000210946673178114
139,((i0 / (abs(i1) + 0.503)) - (i0 + abs(i2))),139,0.0158221740275621,0.0024483129382133484
140,(sin(i2) + sqrt((square(i1) + 1.1892))),140,0.0120129343122243,0.003486847272142768
141,(i0 - i2),141,0.0001236531970789,7.08400375515339e-06
142,((i1 - i2) + (i2 / (-abs(i0) + -0.1547))),142,0.0465645194053649,0.0010170995956286788
143,(((i1 + i0) + i2) * 0.9333),143,6.20553919361555e-06,2.425344973744359e-07
144,(sin(i1) + 0.1725),144,8.040011016419157e-05,0.00017141742864623666
145,(i1 * i2),145,0.0129439523443579,0.000183842537808232
146,((i1 / -0.2605) + (-2.4945 * -0.4943)),146,7.962421659613028e-05,6.114476036600536e-07
147,(0.2136 / (-square(i1) + -0.1676)),147,6.705586201860569e-06,8.17142499727197e-05
148,((i0 - square(i2 * -0.1988)) + (0.4056 - i1)),148,9.005126776173711e-05,5.312183020578232e-06
149,(abs(-0.6234) * square(exp((-abs(i1) + 2.9841)) + i0)),149,1.2488020658493042,0.00040509807877242565
150,cos(-0.6402 / (abs(square(i2)) + 3.0032)),150,4.647419586945034e-07,0.008087377063930035
151,(square(i0 + 1.7594) * exp(-square((i2 + i1)) + 3.4466)),151,151.72308349609375,0.0021512159146368504
152,sin(i2 * (sin(i0 * -0.009) / (-square(i0) + -0.7707))),152,2.829682443916681e-07,0.0026322281919419765
153,((i1 + i1) - i0),153,3.028623905265704e-05,6.742646974089439e-07
154,abs(square(i2) - i0),154,0.0136643219739198,8.7581473053433e-05
155,log(square(((-3.6697 + (i2 + i1)) + 1.4323)) + 0.0724),155,0.0035672010853886,0.0009519930463284254
156,((log(1.9215) + -0.8629) + (i0 + (sqrt((square(i1) + 2.9912)) * 3.9128))),156,0.0011845309054479,2.176703310396988e-05
157,((i1 / (-abs(exp((-square(i2) + 3.4387))) + -1.3146)) * (i1 - i0)),157,0.2631151080131531,0.0027864447329193354
158,(((sqrt((abs(i1) + 1.0896)) - cos(0.8451)) - log((abs(i2) + 0.2774))) + square(i0 / (abs(i0) + 0.8725))),158,0.0007275396492332,0.0008560602436773479
159,(sqrt((square(i0) + 0.1324)) / (-abs(log((abs(i1) + 3.3232))) + -0.9952)),159,4.338248982094228e-05,9.305588173447177e-05
160,(log(square((i1 + i0)) + 0.6289) + i2),160,0.0004187192243989,3.570325134205632e-05
161,((exp(-square((i2 * -1.6117)) + 2.8911) + sqrt((abs(i2) + 0.0285))) * abs(i0 / (-abs((i1 * 0.0307)) + -0.2966))),161,5.120285511016846,0.0017899738159030676
162,(sin(-0.6085) + (i2 * i1)),162,0.0291739031672477,0.00038622244028374553
163,sin(i0 - (-1.2355 / (-square((-1.592 - (i1 * abs(i2)))) + -2.6543))),163,0.0033061341382563,0.006370413117110729
164,sqrt(abs((i0 + i2)) + 0.6193),164,0.0001948301505763,0.00044232673826627433
165,(i1 + i2),165,7.906565770099405e-06,4.1936868910852354e-07
166,((i2 - sqrt((square(i1) + 0.8307))) - i0),166,0.000303295062622,1.4199514225765597e-05
167,((0.9784 - log(square((i1 + (cos(i2) - square(-1.5846)))) + 1.8335)) + square(i0)),167,0.155967429280281,0.0010229273466393352
168,square(abs(i1 * i2) + (i2 * log(square((exp((-square(i1) + 3.9444)) - (0.3001 + sin(i0)))) + 1.1884))),168,1645.083740234375,0.008463646285235882
169,(log((abs(i2) + 0.7571)) - i2),169,8.3797043771483e-05,9.744711860548705e-06
170,(i0 - (-0.2468 * (i1 * i1))),170,0.0022121455986052,0.00011912812624359503
171,(i2 - 0.4717),171,8.35982064018026e-06,1.0111510846400051e-06
172,(cos(-0.3057) + i0),172,8.434566552750766e-06,8.739250461076153e-07
173,(i1 + sqrt(0.0314)),173,1.7141106582130305e-05,2.0082832179468824e-06
174,((i1 / (-square(i2) + -2.5822)) * sqrt(abs((abs(i2) - (log((square(i0) + 0.5559)) / (abs(i1) + 2.5704)))) + 5.4559)),174,0.0008805942488834,0.0004273818340152502
175,(log(abs(((cos(i2) / (-abs(i0) + -3.5678)) - sqrt((square(i1) + 0.382)))) + 0.1125) - cos(-1.6996)),175,0.0005998163833282,0.0012696714838966727
176,(i1 - i2),176,2.429589039820712e-05,1.571537382005772e-06
177,(i1 + cos(i2)),177,0.0051091639325022,0.0004606056900229305
178,(i1 / (abs(i2) + 3.0937)),178,3.529850800987333e-05,9.16233184398152e-05
179,(sqrt(abs((i2 - -3.6404)) + 3.0414) + (log(0.5429) * exp(0.8231))),179,1.0192203262704425e-05,4.4986267312197015e-05
180,log(abs(((i2 / (-abs(i0) + -0.2727)) / (square(sqrt(square((log(1.2489) / (-abs(log((square(i1) + 2.3429))) + -0.1883))) + 1.4784)) + 0.935))) + 0.3077),180,0.0004022705252282,0.0009219955536536872
181,abs(abs(i2) * (square(i0) / (abs(i1) + 4.2196))),181,0.1118029206991195,0.005234749522060156
182,abs(i0 * i1),182,0.071025013923645,0.0011713675921782851
183,sin((-0.2521 - i1) / (-abs((-2.2027 - exp((-abs(i2) + 3.4169)))) + -0.9989)),183,0.0001015214947983,0.0005037583759985864
184,(i2 + sqrt(square((i2 - log(square((square(i0) / -0.6168)) + 0.6227))) + 1.066)),184,0.0023245746269822,0.0003226260014344007
185,square((i1 / (square((i0 - i2)) + 2.3961)) - log((abs(i2) + 0.5918))),185,0.0203058142215013,0.0060765305534005165
186,(cos(i0) + log(1.149)),186,0.000424815894803,0.0008452852489426732
187,((log(abs((i0 * (0.0519 * i0))) + 0.6185) - i1) - (cos(1.289 * sin(0.3316)) + (sqrt(2.3674) * i0))),187,0.0003768274618778,1.320889077760512e-05
188,(((i0 + (-1.9272 + i2)) - i2) * (log(1.7387) * i1)),188,0.0067294556647539,0.00024300986842717975
189,abs(sqrt(abs((i1 - i0)) + 0.5894) * (log(abs((i2 * square(0.8799 / (square(i2) + 0.4978)))) + 0.2438) * 1.7755)),189,0.0120265455916523,0.0029604861047118902
190,square(i0 + (abs(i2) - exp(-square((i1 * i1)) + 2.2627))),190,2.968921899795532,0.002043504035100341
191,(i0 / (-abs((i2 / (-square(i1) + -0.6412))) + -1.3789)),191,0.001374167157337,0.0005764957750216126
192,((i0 + -1.225) + ((1.9004 * (i2 / (-square(i2) + -0.1058))) + i1)),192,0.0033986326307058,0.00018521532183513045
193,sin(i0 - i2),193,0.0007460567867383,0.0013942936202511191
194,(exp(-abs((i2 / (-abs(i2) + -0.0225))) + 3.1407) - (-2.8737 + exp((-abs(i0) + 3.5573)))),194,0.1553913801908493,0.0021835132502019405
195,abs((-0.2535 * square(i0)) / (square(i1) + 0.7765)),195,0.0038187361788004,0.0007934275781735778
196,(0.825 * i2),196,5.460953616420738e-06,8.544927254661161e-07
197,((i2 - i1) * -2.5774),197,0.0001105536357499,9.942031056198175e-07
198,(i1 + (i2 - (i1 * cos(i0)))),198,0.1265265643596649,0.005591267254203558
199,abs(i1 - (i2 * i2)),199,0.0133171007037162,0.00010111359733855352
200,(i2 * exp((-square(i1) + 3.9228))),200,4.27000904083252,0.000956395291723311
201,exp(-square((i1 - i2)) + 3.7642),201,0.0107626719400286,6.380619743140414e-05
202,(-1.3506 * square(cos(i2) + i1)),202,1.6258094310760498,0.00539194094017148
203,square(log(2.0982) - abs(i0 * 4.3226)),203,1.1480456590652466,2.6365865778643638e-05
204,((abs(i2) * (i1 / -2.5327)) * (i0 + -4.6082)),204,1.654247760772705,0.0047942399978637695
205,((2.1702 * exp(-square((i0 + i1)) + 3.5498)) / -0.9736),205,0.0421052277088165,8.615095430286601e-05
206,(sqrt((square(i1) + 0.2648)) - (-3.29 + i2)),206,0.0002022377593675,1.8030257706413977e-05
207,(sqrt((square(i0) + 1.2015)) * i2),207,0.0204915255308151,0.00024397017841693014
208,((i2 / (-abs(i0) + -2.5897)) + (abs(0.1333 * i1) - i0)),208,0.0004378565936349,5.428232907433994e-05
209,(sqrt(square(((i1 - square(i2)) / (-square((5.5493 - sqrt((square(i2) + 1.7048)))) + -0.9648))) + 0.1728) + i1),209,0.0168140828609466,0.00032407548860646784
210,(log(abs((i2 / (square((i0 + abs(i2))) + 0.5294))) + 1.9414) + (i1 * i0)),210,0.7220106720924377,0.007316902745515108
211,sin(-1.5083 * abs(log((abs(i2) + 2.3459)) * (2.8306 / (-square(square(cos(2.5103) - i0)) + -1.6078)))),211,0.0003711184253916,0.0015914634568616748
212,((abs(-1.4416) - (i1 / (-square(i0) + -3.1384))) + 1.5749),212,0.0002637155703268,0.0008232466061599553
213,((i2 * (cos(i2 / (abs(sqrt((square(i0) + 0.7253))) + 0.5443)) - abs(-1.1778 * i0))) / (square((log((square(i1) + 0.6443)) - -3.0114)) + 0.4906)),213,0.001933688414283,0.003080079797655344
214,((i0 * i1) / (abs(cos(i1)) + 1.5267)),214,0.2633470892906189,0.014202205464243889
215,(i2 - sqrt((abs(i0) + 0.5548))),215,0.000579186133109,5.582072844845243e-05
216,((2.2818 + (i2 / 1.0846)) - (exp(1.8246) - i0)),216,3.1334352570411284e-06,2.011346680319548e-07
217,(i1 * square(i0)),217,1.8815172910690308,0.0009849807247519493
218,(exp(-abs((-3.0469 + i2)) + 3.6346) - ((i1 * i0) * -0.041)),218,0.0129112023860216,0.00014843596727587283
219,(i0 / 0.2776),219,2.0455370304262037e-06,2.052282077613654e-08
220,(exp(-square((i1 - (-0.953 + abs(2.949)))) + 1.9532) * i2),220,0.0294443983584642,0.0005339628551155329
221,exp(-square(((i2 / -2.2919) - square(i0))) + 3.7541),221,0.1383194923400879,0.0009698321227915585
222,(-0.1151 - i2),222,2.044514531007735e-07,2.2670374022482065e-08
223,((i0 * i2) * -0.2562),223,0.0015294319018721,0.00034176252665929496
224,exp(-square(((sqrt(abs((i0 / -0.8058)) + 5.5136) + square(-1.5586)) + i0)) + 2.8281),224,0.0003419154672883,6.748049781890586e-05
225,((-0.6645 + (i2 - -1.3695)) - abs(i1)),225,2.2315136448014528e-05,1.9333938325871713e-06
226,(i2 / (square((i0 - abs((i1 + i1) - exp((-square(i2) + 3.4096))))) + 1.3232)),226,0.0089126201346516,0.013938797637820244
227,(-1.6507 - (0.8626 * i2)),227,9.15238524612505e-06,1.1312254173390102e-06
228,((exp(1.5383) / 0.8773) * (2.3769 - i0)),228,0.0001138372317655,4.3919351355725667e-07
229,(square(i2) + -0.0732),229,0.0016948084812611,1.2562702067953069e-05
230,((abs(i1) + square(2.9217)) * exp(-abs((i2 - i0)) + 3.1824)),230,0.6583171486854553,0.00011076748342020437
231,(abs(i2) * i0),231,0.0219890139997005,0.00025605002883821726
232,(log(square(((i0 / (-square(i1) + -1.2539)) / (-abs(i2) + -2.5224))) + 1.6308) - (i1 - -0.0551)),232,0.0002680198231246,2.706103987293318e-05
233,(i0 + (i2 * (log((square(i1) + 0.2361)) * i0))),233,3.708138942718506,0.017395488917827606
234,log(abs(((-1.8943 - sqrt(abs((exp((-abs(i0) + 1.5354)) * i1)) + 0.8574)) * -0.325)) + 0.1097),234,1.906193210743368e-05,0.0005820690421387553
235,(abs(i1) / (-square(i0) + -0.2969)),235,0.0054630255326628,0.00047373308916576207
236,(i2 + i0),236,3.591894346754998e-05,2.0801589926122688e-06
237,(sqrt(square(((2.6615 + i1) / -0.0235)) + 1.7158) - (sin(0.9495) + i0)),237,0.0045198025181889,4.0957573332889297e-07
238,(i0 + cos(-2.9288)),238,1.3634444258059377e-05,1.6977227232928271e-06
239,(i1 / (abs((i0 * exp((-square(i2) + 3.8343)))) + 0.0364)),239,5.086204528808594,0.001943417708389461
240,(sin(i0) - i2),240,0.0026243987958878,0.0003079964953940362
241,(i2 * cos(-0.795 + (0.5191 + log(1.5151)))),241,4.225459178996971e-06,5.695117692994245e-07
242,((abs(-3.4471) - exp((-abs(i0) + 3.0156))) - ((exp((-square(i1) + 3.9996)) - (i0 + i1)) + i2)),242,0.0312379356473684,8.580157009419054e-05
243,(i2 * log(square((i0 + (3.7471 * i1))) + 0.0726)),243,0.4190962612628937,0.0033533982932567596
244,(i1 * cos(i0)),244,0.0525788478553295,0.011150152422487736
245,(i1 - sin(square(i2) / (-square(i0) + -0.3553))),245,0.1123068183660507,0.012450695969164371
246,cos(exp(log(0.734) / sqrt(0.7323)) - sqrt(abs((i2 * (i1 / (abs(i1) + 0.2814)))) + 0.2464)),246,5.529005647986196e-05,0.0004538427747320384
247,(i1 - i0),247,5.256346412352286e-06,3.2435082175652497e-07
248,(sqrt(abs((i1 / -0.8817)) + 0.4825) - i0),248,0.0001919004134833,1.980089655262418e-05
249,((i0 / (abs(square(i2)) + 0.0733)) * i2),249,0.0039401622489094,0.0007884257938712835
250,((i1 + i0) - i1),250,2.5074041332118213e-06,2.7691751824932e-07
